BuybackID,CustomerID,ItemID,WeightGram,BuybackRate,AmountPaid,Date,BranchID
1008,273,7,19.63,34.7,681.16,2025-03-03,1
1009,668,10,17.42,58.4,1017.33,2025-02-12,1
1010,864,52,27.53,38.84,1069.27,2024-05-28,2
1011,398,11,33.0,52.64,1737.12,2025-03-26,2
1012,625,24,11.81,52.82,623.8,2024-12-02,5
1013,775,51,5.46,54.31,296.53,2024-07-23,2
1014,664,75,23.75,38.17,906.54,2024-05-26,3
1015,453,67,32.12,47.24,1517.35,2025-03-05,4
1016,767,14,36.87,50.96,1878.9,2024-05-01,4
1017,15,27,7.15,50.49,361.0,2024-11-14,2
1018,116,94,39.56,54.87,2170.66,2024-07-04,5
1019,476,98,44.54,50.26,2238.58,2024-11-22,4
1020,191,11,27.27,60.16,1640.56,2024-11-05,2
1021,471,46,11.91,54.51,649.21,2024-06-28,2
1022,875,17,13.28,50.1,665.33,2025-01-22,3
1023,64,29,37.7,49.42,1863.13,2025-03-29,4
1024,196,61,24.74,44.0,1088.56,2024-08-16,1
1025,648,38,21.78,37.46,815.88,2024-04-14,2
1026,596,35,47.44,43.24,2051.31,2025-03-30,4
1027,660,31,20.22,50.86,1028.39,2024-10-18,4
1028,399,11,5.68,61.95,351.88,2024-07-09,5
1029,173,87,38.01,54.34,2065.46,2024-09-29,4
1030,216,24,8.93,41.62,371.67,2024-06-25,3
1031,825,76,33.13,62.14,2058.7,2024-10-21,4
1032,179,97,23.51,41.93,985.77,2024-10-16,3
1033,763,5,43.4,48.02,2084.07,2025-02-06,4
1034,130,83,48.18,45.89,2210.98,2025-01-01,1
1035,362,75,44.55,39.69,1768.19,2024-06-19,1
1036,420,37,20.3,43.85,890.16,2024-09-05,3
1037,888,15,15.12,36.37,549.91,2025-01-09,1
1038,239,16,42.74,61.88,2644.75,2024-06-05,4
1039,485,4,27.75,62.25,1727.44,2024-10-08,2
1040,373,65,41.48,51.78,2147.83,2024-08-20,5
1041,346,55,16.21,35.26,571.56,2024-12-14,3
1042,611,18,30.42,37.24,1132.84,2024-05-15,1
1043,328,67,37.79,51.21,1935.23,2024-08-31,2
1044,973,8,13.83,56.99,788.17,2024-04-29,4
1045,594,35,12.33,40.59,500.47,2024-05-27,1
1046,274,78,31.9,58.28,1859.13,2025-01-06,5
1047,261,30,13.14,46.7,613.64,2025-01-21,2
1048,623,80,21.43,57.85,1239.73,2024-05-02,5
1049,978,99,19.36,53.54,1036.53,2024-08-15,3
1050,218,65,7.07,47.8,337.95,2024-12-08,3
1051,216,59,18.34,46.46,852.08,2024-07-09,3
1052,705,67,4.76,46.36,220.67,2025-02-28,2
1053,643,33,32.81,46.26,1517.79,2025-03-03,4
1054,740,30,35.38,42.35,1498.34,2024-07-31,3
1055,462,49,45.61,46.71,2130.44,2024-11-29,1
1056,654,18,42.51,43.71,1858.11,2025-01-06,1
1057,539,7,35.04,44.76,1568.39,2024-05-23,3
1058,125,59,46.85,44.53,2086.23,2024-11-19,2
1059,941,69,1.31,52.85,69.23,2025-03-30,5
1060,603,41,43.99,61.16,2690.43,2024-11-04,5
1061,33,83,24.77,46.69,1156.51,2024-10-08,2
1062,299,57,3.86,48.28,186.36,2025-03-27,1
1063,422,55,20.39,37.29,760.34,2024-05-07,5
1064,450,68,17.31,52.64,911.2,2025-03-26,2
1065,92,28,16.31,43.66,712.09,2024-08-24,1
1066,693,27,6.75,49.43,333.65,2024-06-10,2
1067,253,86,4.22,52.86,223.07,2024-08-17,3
1068,340,27,42.47,62.99,2675.19,2025-01-27,5
1069,767,62,35.23,33.88,1193.59,2024-10-27,2
1070,317,63,15.53,39.83,618.56,2024-12-11,2
1071,553,16,35.07,60.89,2135.41,2024-10-09,3
1072,52,3,43.53,56.4,2455.09,2024-12-16,2
1073,14,36,47.8,43.82,2094.6,2024-09-24,3
1074,533,98,32.74,53.96,1766.65,2024-05-13,5
1075,816,21,36.93,55.94,2065.86,2024-06-24,4
1076,855,43,30.05,55.21,1659.06,2024-09-25,3
1077,922,41,48.74,50.55,2463.81,2024-12-19,1
1078,18,9,42.24,39.06,1649.89,2025-03-04,5
1079,959,63,14.7,40.24,591.53,2024-04-17,4
1080,423,27,5.87,50.1,294.09,2025-01-22,4
1081,136,17,45.11,59.9,2702.09,2024-06-18,2
1082,157,15,37.16,45.82,1702.67,2024-10-24,4
1083,205,80,19.5,55.41,1080.49,2024-07-11,5
1084,607,59,3.29,38.32,126.07,2024-08-12,4
1085,514,14,44.3,49.64,2199.05,2024-10-20,3
1086,288,89,30.82,57.64,1776.46,2025-01-07,1
1087,428,25,35.63,45.91,1635.77,2024-06-08,2
1088,375,68,2.29,59.8,136.94,2024-09-23,1
1089,199,100,15.8,50.86,803.59,2025-03-28,4
1090,939,29,37.44,48.01,1797.49,2024-08-16,4
1091,729,41,38.47,62.47,2403.22,2024-11-13,1
1092,31,76,11.55,59.8,690.69,2024-09-23,2
1093,746,56,22.17,62.3,1381.19,2024-10-06,5
1094,503,53,19.99,58.08,1161.02,2024-04-11,3
1095,591,12,34.16,49.64,1695.7,2024-10-20,1
1096,474,23,4.5,43.66,196.47,2024-08-24,2
1097,662,81,42.75,47.02,2010.11,2024-12-14,5
1098,436,31,32.46,61.0,1980.06,2024-11-11,4
1099,827,80,28.96,54.34,1573.69,2024-09-29,5
1100,172,72,4.13,47.41,195.8,2024-07-02,5
1101,512,99,38.29,49.9,1910.67,2025-01-11,3
1102,65,49,30.48,43.46,1324.66,2024-06-13,2
1103,418,33,3.48,49.52,172.33,2024-12-05,2
1104,322,77,29.63,52.93,1568.32,2024-06-19,1
1105,521,55,24.49,44.29,1084.66,2025-01-12,5
1106,193,39,43.31,44.78,1939.42,2024-07-05,1
1107,87,38,6.78,36.8,249.5,2025-02-19,3
1108,608,7,48.19,37.95,1828.81,2024-11-01,3
1109,996,50,23.08,37.2,858.58,2024-06-12,2
1110,590,85,24.9,35.12,874.49,2024-12-29,1
1111,353,95,24.27,57.1,1385.82,2024-04-08,5
1112,596,76,14.1,48.38,682.16,2024-12-25,2
1113,700,63,18.16,38.91,706.61,2024-08-07,5
1114,521,64,30.86,54.12,1670.14,2024-05-27,1
1115,740,8,1.2,59.27,71.12,2024-06-03,4
1116,860,74,24.71,53.32,1317.54,2024-09-10,5
1117,495,45,5.72,60.71,347.26,2024-06-26,3
1118,313,24,39.12,44.21,1729.5,2024-09-11,2
1119,780,87,1.35,62.79,84.77,2024-09-19,5
1120,821,20,13.78,48.01,661.58,2024-05-14,3
1121,502,49,19.04,38.81,738.94,2024-04-22,4
1122,824,100,11.71,57.84,677.31,2025-02-15,5
1123,681,46,16.11,59.5,958.54,2024-07-17,3
1124,136,58,36.7,39.06,1433.5,2025-03-04,5
1125,806,69,36.97,42.08,1555.7,2024-06-08,1
1126,804,100,19.97,46.82,935.0,2024-12-29,3
1127,944,91,46.07,48.8,2248.22,2024-06-22,4
1128,380,70,28.84,58.34,1682.53,2024-12-24,5
1129,544,48,35.1,39.87,1399.44,2024-10-15,4
1130,436,2,28.52,43.22,1232.63,2024-12-02,3
1131,532,83,4.15,41.87,173.76,2024-09-06,2
1132,27,5,29.42,45.32,1333.31,2024-11-28,5
1133,591,19,16.44,54.05,888.58,2024-12-04,3
1134,981,21,30.21,61.47,1857.01,2024-10-03,1
1135,277,56,28.67,61.16,1753.46,2024-11-04,5
1136,187,31,24.1,57.48,1385.27,2024-10-14,1
1137,8,17,12.94,45.5,588.77,2024-12-09,5
1138,315,37,31.24,37.99,1186.81,2025-01-18,3
1139,387,2,14.83,46.73,693.01,2024-10-06,1
1140,432,27,10.05,60.64,609.43,2025-01-29,5
1141,549,32,19.55,43.78,855.9,2024-09-07,1
1142,44,33,9.0,59.8,538.2,2024-09-23,5
1143,914,25,16.46,45.53,749.42,2024-08-05,1
1144,878,76,31.81,45.4,1444.17,2024-06-25,1
1145,177,45,11.68,55.52,648.47,2025-02-21,2
1146,578,32,32.75,57.17,1872.32,2024-07-03,1
1147,539,54,28.86,43.94,1268.11,2024-11-21,3
1148,339,37,46.09,38.15,1758.33,2025-03-28,4
1149,953,58,27.91,40.75,1137.33,2024-11-02,4
1150,286,89,37.81,58.87,2225.87,2024-05-13,2
1151,820,73,40.22,55.63,2237.44,2024-04-24,1
1152,998,1,27.49,46.41,1275.81,2025-01-05,3
1153,451,64,45.23,55.6,2514.79,2024-09-15,5
1154,9,33,13.64,55.6,758.38,2024-09-15,1
1155,441,11,2.7,55.53,149.93,2024-10-12,5
1156,791,42,10.68,45.63,487.33,2025-03-14,1
1157,637,58,36.07,38.44,1386.53,2024-04-01,2
1158,610,94,6.62,47.02,311.27,2024-12-14,5
1159,865,36,3.57,45.74,163.29,2024-09-16,3
1160,489,49,7.41,36.59,271.13,2024-06-22,4
1161,906,36,27.16,48.79,1325.14,2024-08-23,1
1162,437,2,23.84,45.12,1075.66,2024-11-05,3
1163,502,39,41.57,44.06,1831.57,2024-04-06,2
1164,120,3,12.55,53.27,668.54,2024-05-03,5
1165,95,36,45.42,50.83,2308.7,2024-06-07,2
1166,983,34,49.28,50.98,2512.29,2024-07-20,4
1167,660,7,32.29,42.97,1387.5,2024-11-27,4
1168,73,40,16.16,50.97,823.68,2024-09-15,1
1169,974,30,3.75,54.33,203.74,2024-06-03,1
1170,847,5,47.14,49.9,2352.29,2024-09-16,3
1171,962,14,23.37,62.3,1455.95,2024-10-06,3
1172,387,12,30.78,46.82,1441.12,2024-12-29,1
1173,366,87,15.4,61.59,948.49,2025-04-01,4
1174,586,26,11.12,59.9,666.09,2024-10-30,1
1175,358,40,8.59,56.95,489.2,2024-05-29,3
1176,149,82,29.17,61.31,1788.41,2024-05-25,1
1177,561,61,45.45,56.1,2549.75,2025-01-01,3
1178,577,16,5.73,62.47,357.95,2024-11-12,4
1179,647,45,18.57,62.36,1158.03,2024-07-03,3
1180,772,13,29.33,55.71,1633.97,2025-03-25,3
1181,400,17,42.57,47.71,2031.01,2024-10-10,4
1182,456,51,46.15,45.94,2120.13,2024-08-02,1
1183,920,1,4.67,35.09,163.87,2024-07-19,1
1184,860,67,33.02,42.4,1400.05,2025-01-31,4
1185,444,36,8.58,54.33,466.15,2024-06-03,1
1186,582,97,27.97,54.59,1526.88,2024-10-31,3
1187,539,43,34.58,47.34,1637.02,2025-03-01,3
1188,691,35,49.38,41.9,2069.02,2024-08-31,2
1189,860,56,44.44,59.14,2628.18,2025-02-05,5
1190,210,48,42.94,43.85,1882.92,2024-09-05,1
1191,403,95,21.81,45.59,994.32,2024-05-18,1
1192,427,67,33.97,46.25,1571.11,2024-05-31,1
1193,159,27,11.63,47.04,547.08,2025-01-10,1
1194,918,56,5.0,58.01,290.05,2024-12-20,3
1195,302,56,45.02,58.4,2629.17,2025-02-12,3
1196,558,98,37.58,56.92,2139.05,2024-12-10,2
1197,542,58,7.17,35.78,256.54,2024-10-10,1
1198,896,68,28.02,61.88,1733.88,2025-01-05,3
1199,424,62,17.81,34.16,608.39,2025-02-07,5
1200,921,47,1.03,43.28,44.58,2024-05-10,5
1201,838,86,36.66,53.12,1947.38,2024-06-13,4
1202,981,69,6.65,53.13,353.31,2025-03-06,3
1203,662,17,6.39,58.43,373.37,2024-08-29,2
1204,275,80,35.85,59.69,2139.89,2024-04-20,2
1205,197,60,17.84,43.8,781.39,2024-08-15,2
1206,309,22,3.5,56.13,196.46,2024-05-19,4
1207,34,65,16.4,51.78,849.19,2024-08-20,4
1208,755,6,41.08,40.16,1649.77,2024-11-26,1
1209,892,4,36.52,45.27,1653.26,2024-12-22,1
1210,187,13,29.81,44.0,1311.64,2024-08-16,3
1211,880,14,19.61,46.26,907.16,2024-11-03,4
1212,346,60,40.97,43.82,1795.31,2024-08-29,3
1213,546,36,7.96,52.83,420.53,2025-01-07,1
1214,239,72,10.82,41.62,450.33,2024-06-25,5
1215,270,87,36.03,60.82,2191.34,2024-09-09,5
1216,261,82,33.85,53.54,1812.33,2024-11-26,3
1217,641,18,3.81,43.17,164.48,2024-10-17,5
1218,352,6,40.49,46.42,1879.55,2024-09-08,1
1219,128,7,43.97,45.51,2001.07,2024-12-06,4
1220,148,31,45.84,52.44,2403.85,2024-07-22,1
1221,441,82,34.77,46.52,1617.5,2024-04-03,2
1222,163,60,30.49,45.68,1392.78,2024-09-01,3
1223,34,73,49.04,42.92,2104.8,2024-12-29,5
1224,184,53,20.23,45.5,920.46,2024-12-09,4
1225,889,57,35.02,53.09,1859.21,2025-03-10,5
1226,808,62,24.38,39.68,967.4,2024-07-29,3
1227,684,92,6.79,33.88,230.05,2024-10-27,4
1228,549,58,37.9,44.55,1688.44,2024-10-02,2
1229,768,31,38.51,57.28,2205.85,2024-11-27,2
1230,46,73,8.85,56.45,499.58,2024-04-26,5
1231,164,82,31.8,57.17,1818.01,2024-07-07,3
1232,21,47,49.98,56.1,2803.88,2025-01-01,1
1233,277,34,17.1,61.9,1058.49,2024-09-08,3
1234,276,79,8.79,51.45,452.25,2024-05-19,1
1235,213,15,13.04,38.53,502.43,2025-02-10,4
1236,704,1,32.08,44.35,1422.75,2025-02-05,1
1237,204,78,9.37,49.94,467.94,2024-04-14,1
1238,36,95,41.38,51.23,2119.9,2024-05-12,4
1239,142,15,15.45,34.06,526.23,2024-06-25,5
1240,685,61,42.8,56.1,2401.08,2025-01-01,1
1241,479,92,48.2,38.14,1838.35,2024-10-18,5
1242,145,26,20.6,52.07,1072.64,2025-03-04,3
1243,264,54,42.77,44.9,1920.37,2025-03-15,4
1244,84,74,19.85,45.4,901.19,2024-12-05,3
1245,134,18,22.67,42.83,970.96,2024-06-20,2
1246,31,17,28.44,57.85,1645.25,2024-05-02,5
1247,127,25,21.47,55.09,1182.78,2025-03-02,5
1248,251,28,42.07,50.32,2116.96,2025-02-20,1
1249,184,92,38.73,33.97,1315.66,2024-05-17,5
1250,76,4,42.59,53.96,2298.16,2025-02-18,2
1251,173,29,32.28,59.11,1908.07,2024-08-06,2
1252,896,80,44.93,61.9,2781.17,2024-09-08,4
1253,934,84,48.57,54.67,2655.32,2024-10-22,1
1254,158,18,30.36,46.41,1409.01,2025-01-05,1
1255,131,50,28.59,42.83,1224.51,2024-04-08,4
1256,822,33,12.83,60.82,780.32,2024-09-09,1
1257,442,11,8.98,54.51,489.5,2024-06-28,4
1258,379,24,29.78,52.77,1571.49,2024-10-17,2
1259,604,27,28.63,49.76,1424.63,2024-04-09,2
1260,177,100,47.07,51.3,2414.69,2024-04-05,5
1261,661,44,30.17,53.48,1613.49,2024-11-18,4
1262,586,5,16.04,57.65,924.71,2024-08-17,1
1263,445,9,12.64,40.82,515.96,2025-01-11,1
1264,195,76,47.66,52.07,2481.66,2025-03-04,4
1265,288,60,41.14,44.43,1827.85,2024-09-28,4
1266,160,18,44.31,38.44,1703.28,2024-04-01,2
1267,1,32,43.41,41.82,1815.41,2024-06-06,4
1268,526,52,34.62,40.81,1412.84,2024-06-04,3
1269,542,4,19.72,59.7,1177.28,2024-04-18,4
1270,995,74,19.44,54.4,1057.54,2024-06-30,1
1271,826,22,40.47,55.41,2242.44,2024-07-11,2
1272,845,53,38.26,58.64,2243.57,2025-02-24,2
1273,567,16,34.69,59.87,2076.89,2025-03-15,2
1274,356,86,26.91,44.3,1192.11,2024-10-13,5
1275,918,7,10.23,44.73,457.59,2025-02-02,2
1276,328,25,30.5,47.8,1457.9,2024-12-08,3
1277,689,66,43.63,34.65,1511.78,2024-07-31,2
1278,796,29,39.94,54.51,2177.13,2024-06-28,4
1279,228,32,2.59,52.41,135.74,2024-07-07,1
1280,523,20,9.51,50.9,484.06,2024-05-26,4
1281,866,28,49.56,53.81,2666.82,2025-01-08,4
1282,529,92,20.06,34.04,682.84,2024-04-07,3
1283,950,9,7.62,43.24,329.49,2024-08-17,5
1284,6,3,15.15,53.08,804.16,2024-11-24,2
1285,839,41,27.63,52.34,1446.15,2025-01-04,5
1286,863,83,36.85,45.98,1694.36,2024-05-25,2
1287,34,23,7.03,54.67,384.33,2025-02-02,2
1288,502,18,5.06,35.97,182.01,2025-03-08,4
1289,269,39,15.76,43.38,683.67,2025-02-15,4
1290,230,24,3.53,50.98,179.96,2025-01-02,3
1291,166,74,9.18,52.83,484.98,2025-01-07,2
1292,49,21,30.43,52.44,1595.75,2024-07-22,3
1293,162,53,32.0,60.23,1927.36,2025-01-25,4
1294,979,91,41.66,51.54,2147.16,2025-03-05,1
1295,806,43,43.37,42.4,1838.89,2025-01-31,3
1296,215,37,21.85,45.34,990.68,2025-03-22,4
1297,80,47,24.7,53.6,1323.92,2024-09-05,4
1298,212,8,4.99,60.82,303.49,2024-09-09,4
1299,147,97,2.58,44.13,113.86,2024-07-06,3
1300,390,58,40.0,45.57,1822.8,2024-07-18,5
1301,645,86,33.94,46.84,1589.75,2024-12-21,2
1302,112,80,18.82,54.87,1032.65,2024-07-04,5
1303,116,7,6.91,43.39,299.82,2024-04-12,5
1304,442,35,25.68,45.53,1169.21,2024-06-26,3
1305,817,85,6.7,43.28,289.98,2024-04-10,3
1306,992,19,18.77,57.06,1071.02,2024-10-08,5
1307,164,32,22.77,47.01,1070.42,2024-07-01,5
1308,340,35,15.51,39.38,610.78,2024-04-15,2
1309,849,47,42.19,53.56,2259.7,2024-08-29,5
1310,149,94,1.01,60.23,60.83,2025-01-25,5
1311,948,35,37.29,36.28,1352.88,2024-12-25,3
1312,102,75,26.98,34.06,918.94,2024-06-25,1
1313,586,33,43.46,55.37,2406.38,2024-04-02,1
1314,148,15,10.98,43.56,478.29,2024-04-11,3
1315,778,76,30.15,51.09,1540.36,2024-08-12,5
1316,543,54,27.85,34.24,953.58,2024-09-22,1
1317,577,95,40.67,46.78,1902.54,2024-07-19,1
1318,483,94,16.16,55.37,894.78,2024-04-02,1
1319,641,69,21.54,50.11,1079.37,2024-09-17,1
1320,876,5,47.35,45.55,2156.79,2025-02-07,2
1321,351,93,24.07,62.72,1509.67,2024-11-09,3
1322,411,88,31.49,52.7,1659.52,2024-10-14,4
1323,294,58,15.88,36.8,584.38,2025-02-19,2
1324,680,54,46.54,35.39,1647.05,2024-12-17,3
1325,372,16,2.14,51.37,109.93,2025-02-10,2
1326,685,24,37.4,45.58,1704.69,2025-02-04,2
1327,77,46,17.58,54.41,956.53,2024-06-04,1
1328,619,42,12.8,44.76,572.93,2024-05-23,5
1329,235,39,42.58,46.15,1965.07,2024-07-28,4
1330,563,39,11.89,34.65,411.99,2024-07-31,3
1331,380,4,3.46,51.37,177.74,2025-02-10,5
1332,246,47,38.43,50.98,1959.16,2025-01-02,3
1333,960,49,42.97,46.06,1979.2,2024-09-18,3
1334,166,96,15.09,41.75,630.01,2025-02-07,5
1335,384,98,9.29,55.13,512.16,2024-10-19,5
1336,882,88,37.8,51.45,1944.81,2024-05-19,1
1337,852,5,3.98,57.48,228.77,2024-10-14,2
1338,615,12,21.29,46.26,984.88,2024-11-03,3
1339,277,51,19.81,46.66,924.33,2024-05-26,2
1340,782,19,17.9,52.35,937.06,2024-04-08,1
1341,660,17,47.27,50.88,2405.1,2025-03-12,5
1342,213,23,23.97,46.98,1126.11,2024-04-01,4
1343,527,63,20.23,42.83,866.45,2024-06-20,5
1344,731,93,37.63,46.73,1758.45,2024-12-30,1
1345,741,85,16.11,36.33,585.28,2024-11-20,1
1346,124,40,46.46,56.95,2645.9,2024-05-04,4
1347,871,59,5.58,38.74,216.17,2025-03-01,1
1348,90,25,9.29,54.49,506.21,2024-07-25,5
1349,390,58,41.9,38.13,1597.65,2024-05-21,1
1350,275,69,47.11,43.16,2033.27,2024-09-04,2
1351,232,90,46.3,35.32,1635.32,2024-09-04,1
1352,197,99,22.52,47.34,1066.1,2025-03-01,4
1353,985,37,15.21,36.28,551.82,2024-12-25,2
1354,167,34,10.07,54.67,550.53,2024-09-17,3
1355,169,81,13.76,54.5,749.92,2025-01-24,1
1356,612,56,45.34,49.87,2261.11,2024-05-16,1
1357,803,18,33.16,44.75,1483.91,2024-05-11,5
1358,54,82,46.86,47.02,2203.36,2024-12-14,3
1359,652,98,12.38,54.05,669.14,2024-12-04,4
1360,969,90,4.67,37.23,173.86,2024-10-20,4
1361,252,96,48.14,54.91,2643.37,2024-06-18,2
1362,936,53,3.67,61.53,225.82,2024-12-16,2
1363,498,20,44.65,55.41,2474.06,2024-07-11,5
1364,421,18,22.0,35.97,791.34,2025-03-08,5
1365,664,73,49.45,55.21,2730.13,2025-01-25,2
1366,647,25,34.6,51.71,1789.17,2024-06-16,5
1367,131,34,25.75,62.13,1599.85,2024-05-04,5
1368,269,31,29.54,53.09,1568.28,2024-09-02,2
1369,437,47,49.33,45.7,2254.38,2025-03-23,3
1370,468,52,24.0,37.24,893.76,2024-05-15,2
1371,979,37,25.96,37.4,970.9,2024-05-16,5
1372,441,99,15.65,54.91,859.34,2024-06-18,1
1373,316,49,44.61,41.0,1829.01,2024-09-17,3
1374,73,42,6.35,36.01,228.66,2024-05-14,4
1375,592,28,27.96,57.27,1601.27,2024-11-13,1
1376,428,90,23.57,35.59,838.86,2024-10-28,1
1377,154,64,18.41,58.71,1080.85,2025-01-08,4
1378,179,77,48.67,58.18,2831.62,2024-09-10,2
1379,522,72,46.07,44.01,2027.54,2024-05-14,4
1380,799,73,22.79,55.89,1273.73,2024-06-11,1
1381,297,20,22.08,48.67,1074.63,2024-11-17,5
1382,933,90,8.07,37.23,300.45,2024-10-20,2
1383,746,65,5.58,45.29,252.72,2024-05-17,1
1384,76,16,47.03,57.65,2711.28,2024-10-23,2
1385,540,75,24.69,44.15,1090.06,2024-05-13,5
1386,596,79,11.02,51.89,571.83,2025-03-17,4
1387,822,71,47.07,44.31,2085.67,2024-07-24,4
1388,553,99,11.55,46.84,541.0,2024-08-12,1
1389,236,25,39.7,57.48,2281.96,2024-10-14,2
1390,992,11,24.63,59.73,1471.15,2025-01-30,3
1391,639,10,33.46,60.69,2030.69,2024-04-24,3
1392,340,92,21.68,39.2,849.86,2024-12-26,3
1393,286,91,45.31,46.01,2084.71,2024-06-02,4
1394,259,81,40.36,46.82,1889.66,2024-12-29,1
1395,615,31,30.07,50.86,1529.36,2025-03-28,5
1396,518,75,44.88,39.79,1785.78,2025-02-23,4
1397,420,33,3.67,45.57,167.24,2025-02-11,5
1398,261,34,10.85,47.09,510.93,2024-09-04,5
1399,685,56,28.92,45.39,1312.68,2024-04-07,4
1400,734,84,17.38,53.32,926.7,2024-09-10,1
1401,440,82,21.91,62.03,1359.08,2025-02-14,4
1402,643,73,44.12,56.06,2473.37,2024-11-04,3
1403,488,98,8.55,53.72,459.31,2024-07-15,1
1404,702,15,2.49,41.9,104.33,2024-08-31,4
1405,490,12,46.82,49.64,2324.14,2024-10-20,1
1406,339,30,6.48,42.41,274.82,2025-03-03,2
1407,59,35,32.2,34.31,1104.78,2024-10-16,1
1408,878,83,20.04,38.91,779.76,2024-08-07,5
1409,280,32,30.5,54.82,1672.01,2024-09-23,5
1410,794,18,49.66,45.86,2277.41,2024-11-04,5
1411,651,20,48.68,56.23,2737.28,2024-12-23,2
1412,870,36,30.86,54.82,1691.75,2024-09-23,4
1413,611,27,24.13,59.24,1429.46,2024-09-28,4
1414,380,72,49.43,44.41,2195.19,2024-11-20,2
1415,704,86,47.41,51.09,2422.18,2024-07-08,4
1416,413,23,26.83,53.53,1436.21,2025-02-12,1
1417,906,85,31.41,43.49,1366.02,2024-08-30,5
1418,129,43,33.13,53.48,1771.79,2025-01-13,4
1419,867,78,49.55,46.7,2313.98,2024-09-13,2
1420,138,62,14.31,37.39,535.05,2025-03-23,3
1421,113,63,44.1,46.59,2054.62,2024-05-04,4
1422,644,61,1.35,43.04,58.1,2024-06-17,3
1423,23,95,18.09,46.91,848.6,2025-02-17,2
1424,360,64,40.49,52.54,2127.34,2024-11-30,1
1425,551,88,45.58,56.06,2555.21,2024-11-04,4
1426,285,77,16.51,59.74,986.31,2024-04-23,2
1427,646,22,25.92,46.26,1199.06,2024-11-03,1
1428,829,82,11.79,49.27,580.89,2024-10-29,5
1429,83,40,26.39,52.26,1379.14,2024-08-21,4
1430,317,60,26.96,39.85,1074.36,2024-07-27,3
1431,684,15,37.0,43.56,1611.72,2024-04-11,3
1432,87,43,8.39,57.27,480.5,2024-11-13,3
1433,209,68,27.88,59.56,1660.53,2024-10-31,2
1434,9,38,44.97,44.11,1983.63,2024-05-20,3
1435,936,7,37.42,37.84,1415.97,2024-12-03,5
1436,504,97,40.39,56.41,2278.4,2024-07-28,2
1437,97,96,39.65,56.25,2230.31,2024-07-16,5
1438,248,8,44.87,48.02,2154.66,2025-02-06,2
1439,203,49,31.98,39.88,1275.36,2024-08-09,5
1440,76,66,39.46,44.78,1767.02,2024-04-18,2
1441,432,70,20.17,61.42,1238.84,2024-08-18,5
1442,250,17,24.18,52.64,1272.84,2024-08-22,3
1443,145,25,16.06,61.59,989.14,2024-04-26,4
1444,844,79,45.87,44.0,2018.28,2024-08-16,5
1445,210,19,29.7,48.12,1429.16,2024-04-15,5
1446,781,47,17.48,48.16,841.84,2024-11-30,5
1447,858,51,14.83,47.74,707.98,2025-03-04,1
1448,826,42,1.97,44.29,87.25,2025-01-12,3
1449,665,89,34.36,50.85,1747.21,2024-08-10,2
1450,347,41,3.2,58.59,187.49,2024-11-21,3
1451,328,33,45.81,49.82,2282.25,2024-06-14,3
1452,377,38,16.11,36.94,595.1,2024-10-29,4
1453,10,10,9.72,50.55,491.35,2024-12-19,4
1454,37,28,32.5,56.06,1821.95,2024-11-04,2
1455,103,87,22.29,51.37,1145.04,2025-02-10,1
1456,11,36,46.6,52.24,2434.38,2024-04-29,5
1457,737,21,11.13,58.75,653.89,2025-03-20,5
1458,345,57,24.16,55.58,1342.81,2025-01-29,4
1459,215,90,28.08,34.43,966.79,2024-06-08,2
1460,620,14,4.67,61.88,288.98,2024-06-05,3
1461,567,88,6.89,55.92,385.29,2024-11-11,2
1462,295,2,27.85,43.49,1211.2,2024-08-30,4
1463,909,61,22.36,53.86,1204.31,2025-03-20,4
1464,397,18,12.54,45.82,574.58,2024-10-24,3
1465,397,8,19.28,50.56,974.8,2024-05-06,2
1466,700,76,23.64,53.09,1255.05,2024-09-02,2
1467,961,50,42.01,41.18,1729.97,2025-02-20,2
1468,496,73,2.75,50.32,138.38,2025-02-20,5
1469,147,81,15.24,53.96,822.35,2025-02-18,2
1470,132,77,38.61,59.71,2305.4,2024-07-05,3
1471,737,37,7.81,46.4,362.38,2024-06-05,3
1472,743,38,20.26,44.53,902.18,2024-11-19,5
1473,406,80,29.58,57.65,1705.29,2025-03-30,2
1474,514,32,33.27,55.15,1834.84,2024-11-05,4
1475,393,89,26.81,45.87,1229.77,2024-12-27,5
1476,305,21,32.68,50.06,1635.96,2024-08-13,3
1477,516,62,31.78,41.71,1325.54,2025-01-02,4
1478,958,35,3.29,38.81,127.68,2024-04-22,2
1479,469,52,19.06,38.37,731.33,2024-07-26,5
1480,837,60,14.93,35.83,534.94,2024-09-07,1
1481,715,12,20.48,59.61,1220.81,2024-08-14,1
1482,371,56,37.35,62.47,2333.25,2024-11-13,2
1483,177,45,1.8,61.9,111.42,2024-09-08,5
1484,601,89,37.38,62.03,2318.68,2025-02-14,5
1485,101,48,35.71,35.19,1256.63,2024-11-23,2
1486,104,81,4.1,60.82,249.36,2024-09-09,5
1487,578,54,44.1,36.37,1603.92,2025-01-09,2
1488,179,75,38.16,36.5,1392.84,2024-11-17,1
1489,343,6,18.36,46.19,848.05,2024-04-26,1
1490,7,79,7.58,55.63,421.68,2024-04-24,3
1491,453,48,40.41,43.77,1768.75,2025-01-28,3
1492,853,49,44.39,35.86,1591.83,2024-09-24,4
1493,626,37,14.81,46.42,687.48,2024-09-08,3
1494,485,27,39.03,57.84,2257.5,2025-02-15,4
